Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
35 000 000 Rwf,kabuga house for sale@ 35.000.000 Frw,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,70M Gikondo,30mx30m,4.0,2.0,,,,,Yes
140 000 000 Rwf,"Kigali, Kimironko",,4.0,4.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,www.gobelandhouse.com/ Kanombe @50 millions,25/25m,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,"Kigali, Kagarama",/,4.0,3.0,,Yes,,,
30 000 000 Rwf,kigali,/,,,,,,,
75 000 000 Rwf,kigali kicukiro,/,4.0,3.0,,,,Yes,Yes
170 000 000 Rwf,kigali-kibagabaga-festus,20x25m,5.0,4.0,,,,,Yes
170 000 000 Rwf,Kigali,,5.0,5.0,Yes,,Yes,,
55 000 000 Rwf,50m kimironko,,3.0,2.0,Yes,Yes,Yes,Yes,Yes
350 000 000 Rwf,Kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
45 000 000 Rwf,"www.gobeland.com,kanombe @45 millions",25/20m,,1.0,,,,Yes,Yes
65 000 000 Rwf,"kibagabaga, @65.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
38 000 000 Rwf,38M KANOMBE,20m/30m,4.0,3.0,,,,Yes,Yes
10 000 000 Rwf,10M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Rwf,30M kabeza,20mx30m,4.0,1.0,,,,,
42 000 000 Rwf,42M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,Kabeza@60 millions,25/20P,4.0,3.0,,,,Yes,Yes
110 000 000 Rwf,kigali gacuriro,30/25 ,4.0,4.0,,,,Yes,Yes
35 000 000 Rwf,kigali-kabuga,20m/30m,4.0,2.0,,,,,Yes
110 000 000 Rwf,110M kibagabaga,/,4.0,3.0,,Yes,,,
130 000 000 Rwf,Kibagabaga:kivuproperty.com,20mx30m,5.0,3.0,,,,,
45 000 000 Rwf,45M KANOMBE,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
28 000 000 Rwf,28m kanombe,,3.0,2.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,35m kanombe,20m/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,"www.gobeland.com,kanombe @40 millions",20/25m,,1.0,,,,Yes,Yes
28 500 000 Rwf,Rugende,945PRI,5.0,3.0,,,,,
130 000 000 Rwf,"Kigali, Kacyiru",,4.0,3.0,Yes,Yes,Yes,Yes,
12 000 000 Rwf,12M KANOMBE,25mx35m,,,,,,,Yes
60 000 000 Rwf,60M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
7 000 000 Rwf,kigali,/,,,,,,,
55 000 000 Rwf,kanombe kigali,/,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,Masaka,/,3.0,1.0,,,,Yes,Yes
100 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,,Yes,Yes,
65 000 000 Rwf,kigali--kibagabaga,25mx30m,4.0,3.0,,,,Yes,Yes
115 000 000 Rwf,"KIGALI,KAGUGU",/,4.0,3.0,,Yes,,Yes,
35 000 000 Rwf,35M GACURIRO,20mx30m,4.0,2.0,,,,,
140 000 000 Rwf,"kimironko house for sale 4 bedrooms,price:140.000.000 Rwf",25/30m,4.0,4.0,,,,Yes,Yes
55 000 000 Rwf,"Kicukiro, Kigali",,4.0,3.0,,,Yes,Yes,
150 000 000 Rwf,150M RUSORORO,/,4.0,3.0,,Yes,,,
80 000 000 Rwf,"Kigali, Kanombe",,,3.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Rwf,kanombe 70M,30MX30M,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,100M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
13 500 000 Rwf,kigali gisozi fawe,20/35m,,,,,,,Yes
52 000 000 Rwf,www.gobelandhouse.com i selling a house at kianombe@52.000.000RWF,25/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,Kacyiru 150M,1000sqm,4.0,1.0,,Yes,Yes,,
130 000 000 Rwf,www.gobeland.com/ kibagabaga@ 130 millions,20/25m,5.0,4.0,,,,Yes,Yes
90 000 000 Rwf,Kigali kagugu,600Sqm,4.0,3.0,,,Yes,,Yes
25 000 000 Rwf,kigali-kicukiro-festus,20x15m,,,,,,,
140 000 000 Rwf,Remera-near RDB,1444 sq,5.0,4.0,,,,Yes,Yes
65 000 000 Rwf,kimironko @65.000.000 Rwf,25/30L,4.0,3.0,,,,Yes,Yes
28 000 000 Rwf,Kamonyi,/,4.0,1.0,,,,Yes,Yes
30 000 000 Rwf,"Kabuga, Rwanda",,3.0,2.0,,,Yes,,
110 000 000 Rwf,110M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
19 000 000 Rwf,19M GISOZI,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,Gacuriro,25mx30m,4.0,3.0,,,,,
45 000 000 Rwf,kigali masaka,/,4.0,3.0,,,,Yes,Yes
90 000 000 Rwf,"Kigali, Kicukiro",/,4.0,3.0,,Yes,,,
30 000 000 Rwf,www.gobeland.com Remera @35.000.000 Rwf,25/30m,3.0,2.0,,,,Yes,Yes
34 000 000 Rwf,34M KABEZA,/,4.0,3.0,,Yes,,,
140 000 000 Rwf,"Kibagabaga house for sale, 140 millions",30/25P,5.0,4.0,,,,Yes,Yes
41 000 000 Rwf,41M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
8 000 000 Rwf,8m kanombe,/,4.0,3.0,,Yes,,,
100 000 000 Rwf,100M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,Kigali,/,4.0,2.0,,,,Yes,
48 000 000 Rwf,48m kanombe,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,www.gobelandhouse.com is selling a house at kabuga@45.000.000RWF,25/30m,,1.0,,,,Yes,Yes
55 000 000 Rwf,kigali,20MX30M,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,Kicukiro house for sale@65 millions,30/20P,4.0,2.0,Yes,,,Yes,Yes
300 000 000 Rwf,www.Gobelandhouse.com is selling a house at Gacuriro@300millions,30/30m,5.0,5.0,,,,Yes,Yes
38 000 000 Rwf,38M KIMIRONKO,20mx30m,4.0,3.0,,,,,
90 000 000 Rwf,"kicukiro, house for sale @95.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,www.gobeland.com/ kimironko@70 millions,25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,120M GACURIRO,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Rwf,85M KIBAGABAGA,20mx30m,4.0,3.0,,,,,
25 000 000 Rwf,25M KABEZA,/,4.0,3.0,,Yes,,,
47 000 000 Rwf,47M KANOMBE,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
52 000 000 Rwf,52M kimironko,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,"KIGALI,GISOZI",/,4.0,3.0,,Yes,,,
10 000 000 Rwf,10M KABUGA,25mx20m,4.0,1.0,Yes,Yes,Yes,Yes,Yes
180 000 000 Rwf,180M KINYINYA,20mx30m,4.0,3.0,,,,,
48 000 000 Rwf,kigali-kicukiro-kagarama,20mx30m,4.0,3.0,,,,Yes,
52 000 000 Rwf,"KIGALI, KANOMBE",/,4.0,3.0,,Yes,,,
50 000 000 Rwf,www.gobeland.com/ kicukiro@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,www.gobeland.com:Kigali-Kagugu@65 millions,30/40m,5.0,2.0,,,,Yes,Yes
35 000 000 Rwf,KABUGA 35millions,15mx20m,4.0,2.0,,,,Yes,Yes
45 000 000 Rwf,45Mkicukiro ,20mx16m,4.0,2.0,,,,,
$ 18 000 000,Kigali-Downtown,500Sqm,,,,,,Yes,
55 000 000 Rwf,"KIGALI,KABEZA",/,4.0,3.0,,Yes,,Yes,
42 000 000 Rwf,42M GISOZI,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
30 000 000 Rwf,30m kabuga,/,4.0,3.0,,Yes,,,
85 000 000 Rwf,Kimironko,/,7.0,4.0,,,,Yes,
70 000 000 Rwf,Kagarama 70M,600sqm,4.0,3.0,,,,,
30 000 000 Rwf,Gisozi,/,,,,,,,
130 000 000 Rwf,kimironko @130.000.000 Rwf,30/30m,6.0,5.0,,,,Yes,Yes
25 000 000 Rwf,kabeza 25millions,30/40m,4.0,3.0,,,,Yes,Yes
250 000 000 Rwf,250M GACURIRO,/,4.0,3.0,,Yes,,,
150 000 000 Rwf,kimihurura@150.000.000 frw,25/35m,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,"kibagabaga, @100.000.000 Rwf",25/30m,4.0,4.0,,,,Yes,Yes
80 000 000 Rwf,"kimironko house for sale 7 bedrooms,price:80.000.000 Rwf",25/30m,7.0,6.0,,,,Yes,Yes
160 000 000 Rwf,"www.gobeland.com,kicukiro @160 millions",25/30m,,1.0,,,,Yes,Yes
10 000 000 Rwf,10M KANOMBE,20m/30m,4.0,0.0,,,,Yes,Yes
85 000 000 Rwf,"kigali,kimironko",,4.0,3.0,,,Yes,Yes,
25 000 000 Rwf,bugesera 25m,13003Bed,13003.0,2.0,,,,,
53 000 000 Rwf,kanombe @53.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
160 000 000 Rwf,Nyarutarama@160 millions,20x30 ,4.0,4.0,Yes,,,,Yes
8 500 000 Rwf,Nyamata,20/,,,,,,,
130 000 000 Rwf,Kibagabaga:kivuproperty.com,30mx30m,5.0,4.0,,,,,
100 000 000 Rwf,www.gobelandhouse.com is selling a house at kicukiro @110millinss,30x30m,4.0,3.0,,,,Yes,Yes
Negotiable,kigali,20/30>,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Rwf,Remera-near RDB,1310 sqm,4.0,2.0,,Yes,,Yes,
90 000 000 Rwf,"kibagabaga, @90.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
10 000 000 Rwf,kibagabaga,15mx20m,,,,,,,
100 000 000 Rwf,kigali kibagabaga,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,65M KIBAGABAGA,20mx30m,4.0,3.0,,,,,
150 000 000 Rwf,150M kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,"Kigali, Kabeza",,4.0,3.0,Yes,Yes,Yes,Yes,
22 000 000 Rwf,www.kigalidealer.com,20/15 ,4.0,3.0,,,,,
65 000 000 Rwf,65M KIBAGABAGA,30mx20m,3.0,2.0,Yes,Yes,Yes,Yes,
75 000 000 Rwf,"Kicukiro, Kigali",,4.0,3.0,,,Yes,Yes,
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,Kigalidealer.com,25/30 ,,,,,,,
55 000 000 Rwf,Kigali 55M,/,3.0,3.0,,Yes,,,
52 000 000 Rwf,KABEZA NEAR MODERN MARKET,1080 SQ,3.0,2.0,,,,Yes,
45 000 000 Rwf,kanombe @45.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25M GISOZI,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Rwf,Kigali gacuriro,30/25 ,4.0,4.0,,,,Yes,Yes
300 000 000 Rwf,kigali gacuriro,25/25m,4.0,5.0,,,,Yes,Yes
52 000 000 Rwf,Kigali,30MX20M,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kanombe,/,4.0,3.0,,,,Yes,
43 000 000 Rwf,43M masaka,30mx20m,4.0,3.0,,,,Yes,
55 000 000 Rwf,kigali-kanombe-festus,/,4.0,3.0,,,,,Yes
120 000 000 Rwf,kigali ,22/25C,5.0,3.0,,,,Yes,
53 000 000 Rwf,53M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,Kigali 35M,30/20p,4.0,3.0,,Yes,,Yes,Yes
60 000 000 Rwf,60m kabeza,/,4.0,3.0,,Yes,,,
90 000 000 Rwf,kibagabaga @90.000.000 Rwf,20/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,kanombe @80.000.000 Rwf,40/60m,5.0,5.0,,,,Yes,Yes
30 000 000 Rwf,30m gisozi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Rwf,30M KABUGA,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
62 000 000 Rwf,kigali-kanombe-festus,20m/20m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Kigali Kanombe Gasaraba,25mx30m,4.0,3.0,Yes,,,,Yes
120 000 000 Rwf,kigali 120M,30/20p,5.0,4.0,,Yes,,Yes,Yes
55 000 000 Rwf,"Kigali, Kimironko",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
160 000 000 Rwf,"kigali, Gacuriro",/,4.0,3.0,,Yes,,Yes,
130 000 000 Rwf,Kimironko:kivuproperty.com,30mx30m,5.0,4.0,,,,,
24 000 000 Rwf,kigali/Gasabo,/,,1.0,,,,,
43 000 000 Rwf,kigali kanombe,25/23m,4.0,2.0,,,,Yes,Yes
50 000 000 Rwf,kanombe @55.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,"KICUKIRO,NIBOYI",/,4.0,3.0,,Yes,,Yes,Yes
32 000 000 Rwf,kimironko @32.000.000 Rwf,25/30m,5.0,2.0,,,,Yes,Yes
58 000 000 Rwf,"www.gobeland.com,kanombe@58 millions",25/30m,,1.0,,,,Yes,Yes
38 000 000 Rwf,38m kabeza,/,4.0,3.0,,Yes,,,
100 000 000 Rwf,kigali kicukiro,/,4.0,3.0,,,,Yes,Yes
170 000 000 Rwf,"Kigali, Kicukiro",/,6.0,5.0,,Yes,,,
250 000 000 Rwf,250M GACURIRO,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@45millions,25/25m,,1.0,,,,Yes,Yes
110 000 000 Rwf,110M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,kanombe @45.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
19 000 000 Rwf,19M karuruma,700SQm,,2.0,,,,,
$ 15 000 000,Kacyiru,5000 sq,51.0,,,,,,
75 000 000 Rwf,"Kicukiro, Kigali",,4.0,3.0,,,Yes,Yes,
145 000 000 Rwf,KIGALI CITY,,5.0,4.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,kanombe @100.000.000 Rwf,30/30m,5.0,3.0,,,,Yes,Yes
65 000 000 Rwf,65m kabeza,20mx30m,4.0,3.0,,,,,Yes
110 000 000 Rwf,Remera,/,4.0,3.0,,,,Yes,
32 000 000 Rwf,32M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
19 000 000 Rwf,19M karuruma,700SQm,,2.0,,,,,
60 000 000 Rwf,"KIGALI,KIMIRONKO",/,4.0,3.0,,Yes,,Yes,
50 000 000 Rwf,Kigali Kibagabaga,/,,,,,,,
40 000 000 Rwf,40M kabeza,/,4.0,3.0,,Yes,,,
35 000 000 Rwf,Kigali-Kabuga-muyumbu house for sale@35 millions,25/30m,4.0,2.0,,,,Yes,Yes
230 000 000 Rwf,KAGUGU TO GISOZI ROAD,1300 sq,6.0,6.0,,,,Yes,Yes
18 000 000 Rwf,MASAKA,/,4.0,,,,,,
55 000 000 Rwf,kanombe @55.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,kicukiro 75M,/,3.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,50m kagarama,/,4.0,3.0,,,,Yes,
40 000 000 Rwf,40M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M KARUMUNA,20mx30m,4.0,3.0,,,,,
35 000 000 Rwf,kigali masaka,25/22m,4.0,3.0,,,,Yes,Yes
53 000 000 Rwf,kigali-kanombe-festus,20x20m,4.0,3.0,,,,,Yes
18 000 000 Rwf,Kigali,/,4.0,1.0,,,,,Yes
$ 85 000 000,"KIGALI,KICUKIRO",/,4.0,3.0,,Yes,,Yes,Yes
300 000 000 Rwf,"www.gobelandhouse.com,Gacuriro@300 millions",30/25â,4.0,5.0,,,,Yes,Yes
140 000 000 Rwf,kibagabaga house for sale @ 130 millions,35/30m,6.0,4.0,,,,Yes,Yes
20 000 000 Rwf,Nyamirambo,386sqm,4.0,1.0,,,,Yes,Yes
100 000 000 Rwf,www.gobeland.com house for sale in kanombe at@100millions,25/25m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,kigali kinyinya,20/25m,4.0,2.0,,,,Yes,Yes
45 000 000 Rwf,45M KANOMBE,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
90 000 000 Rwf,kigali-kicukiro-festus,20m/30m,5.0,4.0,Yes,,,Yes,Yes
170 000 000 Rwf,"Kigali, Gisozi",,,,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,REBERO,/,,,,,,,Yes
85 000 000 Rwf,85m gihogwe/jali,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
1 500 000 Rwf,kigali-GASOGI,/,,,,,,,
32 000 000 Rwf,Kigali Gasabo,/,,2.0,,,,,
55 000 000 Rwf,"kigali-kicukiro,festus",/,4.0,3.0,,,,,Yes
25 000 000 Rwf,Kigali kinyinya,750sqm,,,,,,,
52 000 000 Rwf,kimironko,30mx25m,4.0,3.0,,,,,
38 000 000 Rwf,38M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,Kigali,/,,1.0,,,,Yes,Yes
25 000 000 Rwf,Kigali,/,4.0,3.0,,,,Yes,
50 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@50millions,20/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Kicukiro 50 M,500sqm,4.0,3.0,,,,,
45 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,3.0,,Yes,,Yes,
18 000 000 Rwf,Kigali Kicukiro,22/18,3.0,,,,,,
65 000 000 Rwf,Kibagabaga  ,25/30P,4.0,3.0,,,,,
85 000 000 Rwf,www.gobeland.com/ kibagabaga@ 85 millions,25/35m,4.0,1.0,,,,Yes,Yes
65 000 000 Rwf,65m kagarama,20mx30m,4.0,3.0,,,,,
70 000 000 Rwf,www.gobeland.com/ kimironko@70 millions,25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,Kibagabaga house for sale@60 millions,20x30 ,3.0,2.0,Yes,,,,Yes
70 000 000 Rwf,kicukiro @4bedrooms @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,"KIGALI,KAGUGU",/,4.0,3.0,,Yes,,,
55 000 000 Rwf,kanombe kigali,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,kimihurura:kivuproperty.com,/,3.0,3.0,,,,Yes,
135 000 000 Rwf,Kigali-Kibagabaga house for sale@135 millions:www.gobeland.com,25/30m,5.0,4.0,,,,Yes,Yes
100 000 000 Rwf,www.gobeland.com/ kibagabaga@ 100 millions,25/35m,4.0,1.0,,,,Yes,Yes
60 000 000 Rwf,kimironko @60.000.000 Rwf,30/25m,4.0,3.0,,,,Yes,Yes
Negotiable,Kigali_kabeza,/,4.0,2.0,,Yes,,Yes,Yes
100 000 000 Rwf,"kibagabaga, @100.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,"kimironko house for sale 4 bedrooms,price:60.000.000 Rwf",20/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,"gisozi, house for sale @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,www.gobelandhouse.com i selling a house at kanombe@60.000.000RWF,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,Kigali kibagabaga,/,5.0,2.0,,,,Yes,
65 000 000 Rwf,www.kigalidealer.com,30/20 ,4.0,3.0,,,,,
55 000 000 Rwf,55M kanombe,/,4.0,3.0,,Yes,,,
83 000 000 Rwf,REMERA @83M,,4.0,,Yes,,Yes,,
25 000 000 Rwf,25M GAHANGA,/,4.0,3.0,,Yes,,,
140 000 000 Rwf,"Kigali, Gacuriro",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,kigali kicukiro,/,4.0,3.0,,,,Yes,Yes
115 000 000 Rwf,115M KIBAGABAGA,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
600 000 000 Rwf,KIYOVU,/,,5.0,Yes,,,Yes,
47 000 000 Rwf,47M KANOMBE,20mx30m,4.0,3.0,,,,,
140 000 000 Rwf,Remera-near RDB,1444 sq,5.0,4.0,,,,Yes,Yes
39 000 000 Rwf,www.kigalidealer.com,25/25C,4.0,2.0,,,,Yes,Yes
65 000 000 Rwf,kigali--kibagabaga,25mx30m,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,kigali,/,4.0,3.0,,,,,Yes
650 000 000 Rwf,65M kibagabaga,20mx30m,4.0,3.0,,,,,
200 000 000 Rwf,Nyarutarama,/,4.0,4.0,Yes,,Yes,Yes,Yes
28 500 000 Rwf,Rugende,945PRI,5.0,3.0,,,,,
70 000 000 Rwf,70M GACURIRO,25/30m,4.0,3.0,,,,Yes,Yes
Negotiable,"kigali,ku mulindi",/,4.0,3.0,,,,,
75 000 000 Rwf,Kimironko,20mx30m,3.0,2.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,100M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
29 000 000 Rwf,kigali,/,4.0,,,,,,
65 000 000 Rwf,"kibagabaga, @65.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,3.0,,Yes,,Yes,
55 000 000 Rwf,55m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,Remera house for sale@55 millions,25/20m,4.0,3.0,,,,Yes,Yes
47 000 000 Rwf,www.kigalidealer.com,500sqm,4.0,3.0,,,,Yes,
54 000 000 Rwf,54M KANOMBE ,/,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,Yes
300 000 000 Rwf,"Kigali, Kibagabaga",/,7.0,1.0,,Yes,,,
150 000 000 Rwf,"Kibagabaga, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
230 000 000 Rwf,KICUKIRO-KAGARAMA HOUSE FOR SALE @230 MILLIONS,30/35m,7.0,6.0,,,,Yes,Yes
55 000 000 Rwf,Kimironko:kivuproperty.com,25mx30m,4.0,3.0,,,,,
70 000 000 Rwf,kanombe @55.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
42 000 000 Rwf,42M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,www.gobeland.com/ kicukiro@75 millions,25/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,Gacuriro 150M,30/20p,4.0,3.0,,,,,
48 000 000 Rwf,Gahanga48,20m l,5.0,4.0,,,,,
65 000 000 Rwf,65M KIBAGABAGA,25m/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,55M KAGARAMA,/,4.0,3.0,,Yes,,,
87 000 000 Rwf,Kibagabaga,,4.0,3.0,,,Yes,Yes,
26 000 000 Rwf,kigali,25/,4.0,3.0,,,,Yes,Yes
350 000 Rwf,350K kibagabaga,/,3.0,3.0,,,,,
57 000 000 Rwf,57M kanombe,/,4.0,3.0,,Yes,,,
29 000 000 Rwf,NYAMATA KARIYERI,,4.0,3.0,,,Yes,,Yes
50 000 000 Rwf,"www.gobeland.com,Kicukiro @50 millions",25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,kigali kibagabaga,/,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50M Kimironko,20mx30m,4.0,3.0,,,,,
10 000 000 Rwf,10M KANOMBE,20m/30m,4.0,0.0,,,,Yes,Yes
39 000 000 Rwf,www.kigalidealer.com,25/25C,4.0,2.0,,,,Yes,Yes
220 000 000 Rwf,kigali-kibagabaga,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
20 000 000 Rwf,20M GISOZI,25m/20m,4.0,1.0,,,,Yes,Yes
20 000 000 Rwf,Kigali,/,4.0,3.0,,,,,
50 000 000 Rwf,www.gobeland.com/ Kanombe@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,"kibagabaga, @75.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
105 000 000 Rwf,"Kibagabaga, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,"Kibagabaga, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,kigali-kibagabaga,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Rwf,www.gobeland.com/ kibagabaga@65 millions,25/35m,4.0,1.0,,,,Yes,Yes
160 000 000 Rwf,kigali,20mx30m,4.0,4.0,,,,Yes,
60 000 000 Rwf,kanombe;60.000.000rwf,30/25m,4.0,3.0,,,,Yes,Yes
650 000 000 Rwf,nyamata@650 millions.,,3.0,3.0,,,Yes,Yes,
60 000 000 Rwf,KABEZA @60.000.000 RWF,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,kigali-kabeza-festus,/,4.0,3.0,,,,,Yes
53 000 000 Rwf,kigali-kanombe-festus,20x20m,4.0,3.0,,,,,Yes
22 000 000 Rwf,22M NYAMATA,20mx30m,4.0,2.0,,,,,
55 000 000 Rwf,KANOMBE 55millions,20mx30m,4.0,3.0,,,,,Yes
125 000 000 Rwf,"Kigali, Kibagabaga",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Rwf,120M rebero,25m/30m,,3.0,,,,,
55 000 000 Rwf,www.gobelandhouse.com is selling a house at kanombe@55.000.000RWF,25/20m,,4.0,,,,Yes,Yes
58 000 000 Rwf,Kicukiro,20/30C,5.0,,,,,Yes,
60 000 000 Rwf,www.kigalidealer.com,500Sqm,5.0,4.0,,,Yes,,Yes
25 000 000 Rwf,25M kinyinya,20mx20m,3.0,2.0,Yes,Yes,Yes,Yes,
250 000 000 Rwf,250M GACURIRO,/,4.0,3.0,,Yes,,,
250 000 000 Rwf,250M GACURIRO,20mx30m,6.0,8.0,,,,,
43 000 000 Rwf,www.kigalidealer.com,25/30p,4.0,,,,,,
18 000 000 Rwf,kigali,36/38p,,,,,,,
65 000 000 Rwf,65M KIBAGABAGA,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
58 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,65m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
52 000 000 Rwf,52M KANOMBE,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
250 000 000 Rwf,250M GACURIRO,20mx30m,8.0,6.0,,,,,
60 000 000 Rwf,Kigali-kanombe house sale@60 millions: www.gobeland.com,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kigali-kanombe,20m/20m,4.0,3.0,Yes,,,Yes,Yes
